Product_id,Brand_id,Product_name,Product_stock,Product_isActive,typeofMedicine
"1","6973","Augmentin 625 Duo Tablet","5","TRUE","allopathy"
"2","6974","Azithral 500 Tablet","5","TRUE","allopathy"
"3","6950","Ascoril LS Syrup","5","TRUE","allopathy"
"4","6743","Allegra 120mg Tablet","5","TRUE","allopathy"
"5","6743","Avil 25 Tablet","5","TRUE","allopathy"
"6","6743","Allegra-M Tablet","5","TRUE","allopathy"
"7","7280","Amoxyclav 625 Tablet","5","TRUE","allopathy"
"8","7155","Azee 500 Tablet","5","TRUE","allopathy"
"9","6851","Atarax 25mg Tablet","5","TRUE","allopathy"
"10","6950","Ascoril D Plus Syrup Sugar Free","5","TRUE","allopathy"
"11","7304","Aciloc 150 Tablet","5","TRUE","allopathy"
"12","6950","Alex Syrup","5","TRUE","allopathy"
"13","6983","Anovate Cream","5","TRUE","allopathy"
"14","6973","Augmentin Duo Oral Suspension","5","TRUE","allopathy"
"15","6616","Ambrodil-S Syrup","5","TRUE","allopathy"
"16","7281","Arkamin Tablet","5","TRUE","allopathy"
"17","7280","Avomine Tablet","5","TRUE","allopathy"
"18","7089","Asthakind-DX Syrup Sugar Free","5","TRUE","allopathy"
"19","6743","Allegra 180mg Tablet","5","TRUE","allopathy"
"20","7304","Albendazole 400mg Tablet","5","TRUE","allopathy"
"21","7155","Asthalin Syrup","5","TRUE","allopathy"
"22","7281","Alprax 0.25 Tablet","5","TRUE","allopathy"
"23","7371","Altraday Capsule SR","5","TRUE","allopathy"
"24","7314","Ativan 2mg Tablet","5","TRUE","allopathy"
"25","6950","Ascoril LS Junior Syrup","5","TRUE","allopathy"
"26","7155","Asthalin 100mcg Inhaler","5","TRUE","allopathy"
"27","7434","Almox 500 Capsule","5","TRUE","allopathy"
"28","6851","Atarax 10mg Tablet","5","TRUE","allopathy"
"29","7304","Aciloc RD 20 Tablet","5","TRUE","allopathy"
"30","6963","Aldactone Tablet","5","TRUE","allopathy"
"31","6743","Allegra Suspension Raspberry & Vanilla","5","TRUE","allopathy"
"32","6851","Atarax Syrup","5","TRUE","allopathy"
"33","7089","Amlokind-AT Tablet","5","TRUE","allopathy"
"34","7371","Axcer  90mg Tablet","5","TRUE","allopathy"
"35","7314","Ativan 1mg Tablet","5","TRUE","allopathy"
"36","7315","Alkasol Oral Solution","5","TRUE","allopathy"
"37","7434","Aldigesic P 100mg/325mg Tablet","5","TRUE","allopathy"
"38","6851","Alfoo 10mg Tablet PR","5","TRUE","allopathy"
"39","7281","Alprax 0.5mg Tablet","5","TRUE","allopathy"
"40","7280","Arachitol 6L Injection","5","TRUE","allopathy"
"41","7280","Anafortan 25 mg/300 mg Tablet","5","TRUE","allopathy"
"42","6950","Alex Junior Syrup","5","TRUE","allopathy"
"43","6974","Azithral 200 Liquid","5","TRUE","allopathy"
"44","7371","AB Phylline Capsule","5","TRUE","allopathy"
"45","6974","Althrocin 500 Tablet","5","TRUE","allopathy"
"46","6973","Augmentin DDS Suspension","5","TRUE","allopathy"
"47","7155","Azicip 500 Tablet","5","TRUE","allopathy"
"48","7434","Aldigesic-SP Tablet","5","TRUE","allopathy"
"49","6011","Amoxycillin 500mg Capsule","5","TRUE","allopathy"
"50","7089","Asthakind Expectorant Sugar Free","5","TRUE","allopathy"
"51","6853","Acemiz Plus Tablet","5","TRUE","allopathy"
"52","6616","Aceclo Plus Tablet","5","TRUE","allopathy"
"53","6472","Anobliss Cream","5","TRUE","allopathy"
"54","6950","Alex Cough Lozenges Lemon Ginger","5","TRUE","allopathy"
"55","7155","Asthalin Respules","5","TRUE","allopathy"
"56","6743","Avil Injection","5","TRUE","allopathy"
"57","7155","Azee 200mg Dry Syrup","5","TRUE","allopathy"
"58","7488","Atorva Tablet","5","TRUE","allopathy"
"59","7089","Asthakind-LS Expectorant Cola Sugar Free","5","TRUE","allopathy"
"60","6950","Ascoril LS Drops","5","TRUE","allopathy"
"61","7038","Azmarda 50mg Tablet","5","TRUE","allopathy"
"62","7371","Amixide-H Tablet","5","TRUE","allopathy"
"63","6853","AB-Flo-N Tablet","5","TRUE","allopathy"
"64","4627","AF Kit Tablet","5","TRUE","allopathy"
"65","7089","Amlokind 5 Tablet","5","TRUE","allopathy"
"66","6574","Amlong Tablet","5","TRUE","allopathy"
"67","6853","Akt 4 Kit","5","TRUE","allopathy"
"68","6950","Ascoril D Junior Cough Syrup","5","TRUE","allopathy"
"69","7161","Amitone 10mg Tablet","5","TRUE","allopathy"
"70","7608","Aulin 100mg Tablet","5","TRUE","allopathy"
"71","7371","Amikacin Sulphate 500mg Injection","5","TRUE","allopathy"
"72","6616","Ambrodil-LX Syrup","5","TRUE","allopathy"
"73","6983","Aquasol A Capsule","5","TRUE","allopathy"
"74","7371","AB Phylline SR 200 Tablet","5","TRUE","allopathy"
"75","6963","Azoran Tablet","5","TRUE","allopathy"
"76","6743","Amaryl 1mg Tablet","5","TRUE","allopathy"
"77","7371","Aztor 10 Tablet","5","TRUE","allopathy"
"78","7488","Atorva 40 Tablet","5","TRUE","allopathy"
"79","7371","Azax 500 Tablet","5","TRUE","allopathy"
"80","6950","Alex Syrup Sugar Free","5","TRUE","allopathy"
"81","6574","Anxit 0.5 Tablet","5","TRUE","allopathy"
"82","6574","Anxit 0.25mg Tablet","5","TRUE","allopathy"
"83","7280","Acitrom 2 Tablet","5","TRUE","allopathy"
"84","6983","Angispan - TR 2.5mg Capsule","5","TRUE","allopathy"
"85","6853","Azeflo Nasal Spray","5","TRUE","allopathy"
"86","6853","Acemiz -MR Tablet","5","TRUE","allopathy"
"87","6853","Akurit 4 Tablet","5","TRUE","allopathy"
"88","7155","Aerocort Inhaler","5","TRUE","allopathy"
"89","3287","Adaferin Gel","5","TRUE","allopathy"
"90","7155","Acivir 400 DT Tablet","5","TRUE","allopathy"
"91","7089","Aptimust Syrup","5","TRUE","allopathy"
"92","6973","Augmentin 1000 Duo Tablet","5","TRUE","allopathy"
"93","6616","Ambrodil Syrup","5","TRUE","allopathy"
"94","6853","Acogut Tablet","5","TRUE","allopathy"
"95","6851","Atarax Drops","5","TRUE","allopathy"
"96","7155","Amlip 5 Tablet","5","TRUE","allopathy"
"97","7279","AntiD 300mcg/ml Injection","5","TRUE","allopathy"
"98","7155","Alerid Syrup","5","TRUE","allopathy"
"99","6963","Aldactone 50 Tablet","5","TRUE","allopathy"
"100","7281","Ampoxin 500 Capsule","5","TRUE","allopathy"
"101","7155","Azee 250 Tablet","5","TRUE","allopathy"
"102","7155","Alerid Tablet","5","TRUE","allopathy"
"103","6973","Augmentin 375 Tablet","5","TRUE","allopathy"
"104","7467","Acenac-P  Tablet","5","TRUE","allopathy"
"105","7155","Acivir Cream","5","TRUE","allopathy"
"106","6853","AB-Flo Capsule","5","TRUE","allopathy"
"107","7371","AB Phylline N Tablet","5","TRUE","allopathy"
"108","7281","Amifru 40 Tablet","5","TRUE","allopathy"
"109","6973","Avamys Nasal Spray","5","TRUE","allopathy"
"110","7315","Alkasol Oral Solution Sugar Free","5","TRUE","allopathy"
"111","7304","Aciloc 300 Tablet","5","TRUE","allopathy"
"112","6574","Aziderm 20% Cream","5","TRUE","allopathy"
"113","6851","Ace Proxyvon Tablet","5","TRUE","allopathy"
"114","6743","Avil Injection","5","TRUE","allopathy"
"115","1556","Ano Metrogyl Cream","5","TRUE","allopathy"
"116","7371","Admenta 5 Tablet","5","TRUE","allopathy"
"117","6616","Aceclo-MR Tablet","5","TRUE","allopathy"
"118","7155","Alerid-D Tablet","5","TRUE","allopathy"
"119","6853","Acemiz-S Tablet","5","TRUE","allopathy"
"120","6574","Allercet-DC Tablet","5","TRUE","allopathy"
"121","7371","Aztolet  10 Tablet","5","TRUE","allopathy"
"122","6743","Amaryl 2mg Tablet","5","TRUE","allopathy"
"123","6973","Augmentin 1.2gm Injection","5","TRUE","allopathy"
"124","6616","Ambrodil-Plus RF Syrup","5","TRUE","allopathy"
"125","7155","Amlopres-AT Tablet","5","TRUE","allopathy"
"126","6853","Ajaduo 25mg/5mg Tablet","5","TRUE","allopathy"
"127","7155","Avanair 100 Tablet","5","TRUE","allopathy"
"128","6837","Acton-OR Tablet SR","5","TRUE","allopathy"
"129","7371","Aquazide 12.5 Tablet","5","TRUE","allopathy"
"130","1230","Alaspan AM Tablet","5","TRUE","allopathy"
"131","6974","Althrocin 250 Tablet","5","TRUE","allopathy"
"132","7434","Azikem 500mg Tablet","5","TRUE","allopathy"
"133","7371","Aldosmin 500mg Tablet","5","TRUE","allopathy"
"134","7088","Amlovas 5 Tablet","5","TRUE","allopathy"
"135","7280","Acitrom 1 Tablet","5","TRUE","allopathy"
"136","4627","AF 150 Tablet DT","5","TRUE","allopathy"
"137","6950","Ascoril SF Expectorant","5","TRUE","allopathy"
"138","6743","Amaryl M  1mg Tablet PR","5","TRUE","allopathy"
"139","6974","Azithral XL 200 Liquid","5","TRUE","allopathy"
"140","4627","AF 400 Tablet","5","TRUE","allopathy"
"141","7155","Amantrel Tablet","5","TRUE","allopathy"
"142","7488","Atorva 20 Tablet","5","TRUE","allopathy"
"143","7467","Acenac-MR Tablet","5","TRUE","allopathy"
"144","5947","Ambrolite-S Expectorant","5","TRUE","allopathy"
"145","7155","Asthalin 4 Tablet","5","TRUE","allopathy"
"146","7089","Abiways Tablet","5","TRUE","allopathy"
"147","6743","Amaryl M  2mg Tablet PR","5","TRUE","allopathy"
"148","6963","Azoran Tablet","5","TRUE","allopathy"
"149","6697","Ampilox Capsule","5","TRUE","allopathy"
"150","6477","Adrenaline Tartrate Injection","5","TRUE","allopathy"
"151","6853","Acogut 300 ER Tablet","5","TRUE","allopathy"
"152","7280","Acuvin Tablet","5","TRUE","allopathy"
"153","6853","AB-Flo SR Tablet","5","TRUE","allopathy"
"154","4627","Air-M Tablet","5","TRUE","allopathy"
"155","7155","Atorlip-F Tablet","5","TRUE","allopathy"
"156","7155","Advent Forte 457mg Syrup Tangy Orange","5","TRUE","allopathy"
"157","7488","Amlodac 5 Tablet","5","TRUE","allopathy"
"158","7371","Aztor 40 Tablet","5","TRUE","allopathy"
"159","6950","Ascoril Plus Expectorant","5","TRUE","allopathy"
"160","7488","Alupent 10mg Tablet","5","TRUE","allopathy"
"161","7155","Amlip AT Tablet","5","TRUE","allopathy"
"162","7089","Asthakind-P Drops","5","TRUE","allopathy"
"163","6743","Allegra Nasal Spray","5","TRUE","allopathy"
"164","3386","Addnok 0.2mg Tablet","5","TRUE","allopathy"
"165","7371","Aldosmin 1000mg Tablet","5","TRUE","allopathy"
"166","7161","Andre I-Kul Eye Drop","5","TRUE","allopathy"
"167","7155","Antiflu 75mg Capsule","5","TRUE","allopathy"
